Tag,AGORA Model Name,TaxTree/NCIB ID,OpACIN-fDNA-001,OpACIN-fDNA-002,OpACIN-fDNA-003,OpACIN-fDNA-004,OpACIN-fDNA-005,OpACIN-fDNA-006,OpACIN-fDNA-007,OpACIN-fDNA-008,OpACIN-fDNA-009,OpACIN-fDNA-010,OpACIN-fDNA-011,OpACIN-fDNA-012,OpACIN-fDNA-013,OpACIN-fDNA-014,OpACIN-fDNA-015,OpACIN-fDNA-016,OpACIN-fDNA-017,OpACIN-fDNA-018,OpACIN-fDNA-019,OpACIN-fDNA-020,OpACIN-fDNA-021,OpACIN-fDNA-022,OpACIN-fDNA-023,OpACIN-fDNA-024,OpACIN-fDNA-025,OpACIN-fDNA-026,OpACIN-fDNA-027,OpACIN-fDNA-028,OpACIN-fDNA-029,OpACIN-fDNA-030,OpACIN-fDNA-031,OpACIN-fDNA-032,OpACIN-fDNA-033,OpACIN-fDNA-034,OpACIN-fDNA-035,OpACIN-fDNA-037,OpACIN-fDNA-038,OpACIN-fDNA-039,PAUS-base16567,PAUS-base20807,PAUS-base27704,PAUS-base34671,PAUS-base35603,PAUS-base36885,PAUS-base38798,PAUS-base44051,PAUS-base48040,PAUS-base48446,PAUS-base49317,PAUS-base49623,PAUS-base50750,PAUS-base51030,PAUS-base51377,PAUS-base51517,PAUS-base51558,PAUS-base51584,PAUS-base51679,PAUS-base51771,PAUS-base51823,PAUS-base51884,PAUS-base51887,PAUS-base51902,PAUS-base52021,PAUS-base52436,PAUS-base52513,PAUS-base52521,PAUS-base52534,PAUS-base52550,PAUS-base52579,PAUS-base52729,PAUS-base52757,PradoNKIbase106,PradoNKIbase107,PradoNKIbase108,PradoNKIbase109,PradoNKIbase110,PradoNKIbase112,PradoNKIbase113,PradoNKIbase114,PradoNKIbase115,PradoNKIbase116,PradoNKIbase117,PradoNKIbase118,PradoNKIbase119,PradoNKIbase120,PradoNKIbase121,PradoNKIbase122,PradoNKIbase123,PradoNKIbase124,PradoNKIbase125,PradoNKIbase128,PradoNKIbase129,PradoNKIbase130,PradoNKIbase131,PradoNKIbase132,PradoNKIbase134,PradoNKIbase135,PradoNKIbase136,PradoNKIbase137,PradoNKIbase139,PradoNKIbase140,PradoNKIbase142,PradoNKIbase143
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_4,Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,0.0073,0.0049,0,0.0006,0.0001,0,0,0.0004,0,0,0,0,0,0.0014,0,0,0,0.0002,0,0,0,0.0022,0.0001,0,0,0.0014,0.001,0,0.0008,0,0,0,0,0.0034,0.0004,0.0003,0,0,0,0,0,0,0,0,0.0018,0.0003,0,0,0.0046,0.0057,0,0,0,0,0,0,0,0.0074,0,0,0.0003,0,0.0064,0,0.0037,0,0,0,0,0,0.0012,0.0435,0.0013,0.0032,0,0.0022,0.0046,0.0001,0.0009,0.0016,0,0.0041,0.0006,0,0.0007,0,0,0.0073,0,0.0185,0.0018,0.0024,0.0002,0.0011,0.0014,0.0003,0.0023,0.0005,0,0,0,0,0.0005
Blautia_wexlerae_DSM_19850_1,Blautia_wexlerae_DSM_19850,Blautia wexlerae DSM 19850,0,0.0142,0,0,0,0,0,0.0023,0,0,0,0,0,0.0022,0,0,0,0,0,0,0,0,0.0018,0.002,0.0036,0.0075,0.0013,0,0.0014,0,0,0,0,0.0034,0,0.0035,0,0,0,0,0,0,0.0027,0,0.0106,0.0015,0,0,0.0023,0,0,0.0015,0,0,0,0,0,0,0,0,0.0042,0,0,0,0.0021,0,0,0.0152,0.002,0,0.0056,0.0012,0.004,0.0081,0,0.0021,0.0081,0.001,0.0005,0.0022,0,0,0.003,0.0037,0.003,0.0155,0.0018,0.0036,0,0.0004,0.0066,0.0013,0,0.0021,0.0024,0.0016,0.0013,0,0,0,0,0,0.001
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_5,Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,0,0.0005,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0.0056,0,0,0,0.0014,0,0.0004,0.0019,0,0,0.0022,0,0.0005,0,0,0.0094,0,0.0004,0,0.0056,0,0,0,0.0018,0,0,0,0,0.0023,0.0041,0,0,0,0.0177,0,0.0015,0,0.0013,0,0,0,0,0,0.0002,0.0006,0,0,0,0.0171,0.0029,0,0,0.0011,0,0,0.0014,0.0006,0.0004,0,0.0013,0,0,0.0038,0.0048,0,0.0014,0,0.0009,0,0.0005,0,0.0002,0,0.0125,0,0.0006,0,0.0047,0.0126,0,0.0063,0,0.0136,0,0.0002,0.001,0
Blautia_hansenii_DSM_20583_1,Blautia_hansenii_VPI_C7_24_DSM_20583,Blautia hansenii DSM 20583,0.0025,0.0009,0,0,0.002,0.0017,0,0.0027,0,0.0002,0,0,0.0004,0.001,0,0.0007,0.0058,0.002,0.0016,0,0.0009,0,0.0009,0.0001,0.0421,0,0.0094,0.0066,0,0,0.0004,0,0.0006,0.0037,0.0011,0.0071,0.0007,0,0.002,0,0,0,0.0007,0.0068,0,0,0,0,0.0009,0.0023,0.0017,0.0043,0,0,0,0,0,0,0,0,0.0011,0.0014,0.0014,0.0004,0,0.0024,0.0016,0,0.0022,0,0.0013,0.0003,0.0028,0.0015,0,0.0016,0.0026,0.0006,0.0011,0.0003,0.0032,0.0012,0.001,0.0001,0.0011,0.0008,0.0047,0.0022,0,0.0005,0.0018,0.0008,0.001,0.0017,0.0016,0.0016,0.0002,0.0011,0.002,0,0.0019,0,0.0033
Eggerthella_lenta_DSM_2243_0,Eggerthella_lenta_DSM_2243,Eggerthella lenta DSM 2243,0,0.003,0.0017,0,0,0.0074,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0,0,0,0,0,0,0,0,0,0.0045,0,0,0,0,0.0018,0,0,0,0,0.0012,0,0,0,0,0,0,0,0,0,0.0044,0.006,0,0,0,0,0,0,0,0.0018,0,0,0.0055,0.0066,0,0,0.0072,0,0,0,0,0,0.0033,0.0093,0.0059,0.0023,0,0.0019,0,0,0,0.0012,0,0,0.0034,0,0,0,0,0.003,0.0041,0.0029,0.005,0.0099,0.0009,0,0,0.0056,0.009,0.0069,0.0022,0.0064,0.0002,0,0.0049
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_6,Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,0.0012,0,0.0015,0.0053,0.0003,0.0007,0.0115,0.0048,0,0.0015,0,0,0.0003,0,0,0,0,0,0.0004,0,0.0005,0.0006,0.0061,0,0.0005,0.006,0,0,0.0003,0,0,0.0018,0.0021,0.0068,0,0,0,0,0.0007,0,0,0,0.002,0,0.0009,0.0044,0,0,0,0.001,0,0,0,0,0,0,0,0.0046,0,0,0.003,0,0,0,0.0007,0.0072,0,0,0.0006,0,0.0015,0,0.0004,0,0,0.0005,0.0018,0.0004,0.0064,0.0035,0.0005,0.0008,0,0.0005,0.001,0.0114,0.0001,0.0017,0.0047,0,0,0.0003,0,0.0018,0.0037,0.0004,0.001,0.001,0.009,0,0.001,0.0097,0
Bacteroides_eggerthii_DSM_20697_0,Bacteroides_eggerthii_DSM_20697,Bacteroides eggerthii DSM 20697,0,0,0,0,0.0001,0,0,0,0,0,0,0.0032,0,0,0,0,0,0,0,0,0.0085,0.0007,0,0,0,0.0067,0,0,0,0,0,0,0,0.0511,0,0,0,0,0,0.0041,0,0,0,0,0,0,0,0,0.0037,0,0,0,0,0,0,0,0,0,0.0909,0.0007,0.0118,0.0041,0.0017,0,0,0,0.0086,0.0046,0,0.0288,0,0.0003,0,0.0002,0,0,0,0.0031,0.0018,0,0,0,0,0.001,0,0.0049,0,0.0013,0.0007,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0.0001
Ruminococcus_callidus_ATCC_27760_0,Ruminococcus_callidus_ATCC_2776001,Ruminococcus callidus ATCC 27760,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0.0064,0,0,0,0,0.0034,0,0,0,0,0,0,0.0133,0,0,0.015,0.0001,0,0,0,0,0,0,0,0,0.0024,0,0,0,0,0,0,0.0027,0.0096,0,0,0,0,0,0,0,0,0,0.0046,0,0,0,0,0,0,0,0,0.0667,0,0,0.0009,0.0135,0.0001,0,0,0,0.0028,0,0,0,0,0,0,0.0026,0.0011,0
_eligens_ATCC_27750_4,Eubacterium_eligens_ATCC_27750, eligens ATCC 27750,0.0017,0.001,0,0,0,0.0018,0.0028,0.0025,0,0,0,0.0014,0,0.0091,0,0.0014,0.0045,0.0037,0,0,0.001,0,0.011,0,0.0029,0.0015,0,0,0.0002,0,0.0009,0.0008,0.0023,0.0025,0.0023,0.0079,0.0008,0,0.0018,0,0,0.0015,0,0,0,0,0,0,0,0.0021,0,0.0039,0,0.012,0,0.0119,0.0002,0.0021,0,0,0.001,0,0,0.0003,0,0,0.001,0,0.0061,0,0,0.0058,0.0007,0.0007,0,0.0021,0.0047,0,0.0004,0.0004,0,0,0.0156,0.0003,0,0.0006,0.0044,0.0011,0,0.002,0.0008,0.0012,0.0006,0.0016,0,0.0004,0.0006,0.0014,0.0075,0.0002,0,0,0.0005
Bacteroides_clarus_YIT_12056_0,Bacteroides_clarus_YIT_12056,Bacteroides clarus YIT 12056,0.0002,0,0,0,0.0004,0,0.0157,0,0,0,0,0,0,0,0.0002,0,0,0,0.0018,0.0431,0,0,0.0002,0.0229,0,0.0011,0,0.017,0.0008,0,0,0,0.0011,0,0.0024,0,0,0,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0.0035,0,0,0,0,0,0,0.0003,0,0,0,0,0,0.018,0.0004,0.0047,0,0.0022,0.0001,0.0002,0,0,0.0002,0,0,0.0002,0,0,0.0117,0,0,0.001,0.0024,0.0001,0.0014,0.0009,0.0005,0,0.0019,0,0,0,0.0001,0,0.0041,0,0,0,0
Alistipes_finegoldii_DSM_17242_1,Alistipes_finegoldii_DSM_17242,Alistipes finegoldii DSM 17242,0.0057,0.0015,0.0011,0.0007,0.0004,0,0.0002,0.0006,0.0004,0,0,0.0073,0.0067,0.0006,0.0008,0.0033,0,0.0057,0.0011,0.0056,0.0012,0.0006,0.0003,0,0,0.0096,0.0075,0.0059,0.0002,0,0,0.0037,0,0.0023,0.0009,0.0101,0.0086,0,0,0.0024,0,0,0,0.0005,0.0042,0.0002,0,0.0037,0,0.0028,0.0071,0.0143,0.006,0.0006,0.0003,0,0,0,0.001,0,0.0005,0.0009,0.0121,0,0.001,0.0016,0.0002,0,0.0048,0.0022,0,0.0008,0.0003,0,0.0012,0,0.0046,0.0003,0.0006,0.0003,0,0.0004,0.0001,0.0005,0.0033,0.0007,0,0.0002,0.0003,0.0004,0.0004,0,0.0007,0.0024,0.0007,0,0.0003,0.0001,0.0046,0.0003,0.0002,0,0.0002
Ruminococcus_champanellensis_18P13_JCM_17042_2,Ruminococcus_champanellensis_18P13,Ruminococcus champanellensis 18P13 = JCM 17042,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0,0.0048,0,0,0,0,0.0046,0,0.0068,0,0,0.0061,0.0067,0.0008,0,0,0,0,0.0009,0,0,0,0,0.0026,0,0,0,0,0,0,0.0066,0,0,0.0005,0,0,0.0037,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.0024,0,0.0027,0,0.0048,0,0,0.0128,0.0053,0,0.0087,0,0,0,0,0.0045,0,0.0048,0.0001,0.0096,0.0073,0.0032,0,0,0,0,0,0,0.0064,0,0.0044,0.0046,0.005,0,0,0,0
_hylemonae_DSM_15053_1,Clostridium_hylemonae_DSM_15053, hylemonae DSM 15053,0.002,0.0017,0.0044,0,0.0016,0.0003,0.0007,0.0005,0,0,0,0.0039,0.0013,0.0005,0.001,0.0013,0.0005,0.0017,0.001,0,0.0008,0.0021,0.0002,0.0021,0.0011,0.0009,0.0018,0.0015,0.0004,0,0.0006,0.0024,0.0006,0.0005,0.0023,0.0007,0.0016,0.0018,0.0005,0,0.0034,0,0.0026,0.0006,0.0019,0.0009,0.0017,0.0022,0,0.0011,0.0009,0.0004,0.0061,0.0011,0.0039,0,0.0038,0,0.0015,0,0.0021,0.0024,0.0016,0.0016,0.0021,0.0003,0.0001,0.0022,0.0009,0.005,0.0011,0.0014,0.0009,0.0023,0.0014,0.0008,0.0021,0.0019,0.002,0.0003,0.0014,0.0008,0.0011,0.0016,0.0034,0.0002,0.0027,0.0008,0.0027,0.0016,0.0034,0.0044,0,0.0018,0.0004,0.0029,0.0009,0.0014,0.0009,0.0029,0.0023,0.0005,0.0027
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_7,Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,0.0011,0.0001,0,0,0,0,0,0.0003,0,0,0,0,0,0.0026,0,0,0.0001,0,0,0,0,0.0003,0.0004,0.0001,0,0,0,0,0.0039,0,0,0,0,0.0025,0.0004,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0.0002,0,0,0,0,0,0,0,0,0.0028,0,0,0.0005,0,0.0023,0,0.0011,0.0042,0,0,0.0015,0.0211,0.0008,0.0034,0.0001,0.0005,0,0.0013,0.0003,0,0,0.0271,0,0.0454,0.0177,0.0014,0.0011,0,0,0.0002,0,0.001,0,0.0011,0,0.0001,0,0,0.0014,0.0001,0.0011,0,0,0,0.0009
_gnavus_ATCC_29149_3,Ruminococcus_gnavus_ATCC_29149, gnavus ATCC 29149,0.0006,0.0003,0,0,0.0006,0.001,0.002,0.001,0,0,0,0,0,0.0018,0.0005,0.0013,0,0,0.0014,0,0,0.0014,0.0007,0.0008,0.0021,0,0.0024,0,0.0011,0,0,0,0,0,0,0.0011,0.0039,0,0.0011,0.0035,0,0.0016,0.0034,0.0004,0.0006,0,0.0024,0.0017,0,0.0029,0,0.0004,0,0.0009,0,0,0.0119,0.0007,0.0015,0.007,0.0007,0.0116,0.0006,0,0.0017,0,0,0.0009,0,0,0.0017,0.0004,0.0008,0.0016,0,0.0007,0.0097,0.0018,0,0.0002,0.0011,0.0004,0.0008,0.0011,0.0015,0.0006,0.0008,0.0012,0.002,0.0002,0.0064,0.0039,0.0107,0.0014,0.0058,0.0031,0.0003,0.0007,0.0006,0,0.0035,0,0.0014
Paraprevotella_clara_YIT_11840_0,Paraprevotella_clara_YIT_11840,Paraprevotella clara YIT 11840,0,0,0,0,0,0.0184,0,0,0,0,0,0,0,0,0,0,0,0.0129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0.0027,0,0,0.0021,0,0,0.0051,0.0005,0.0034,0.0006,0,0,0.0707,0.0028,0.0014,0,0,0,0.0008,0.0006,0,0.0001,0,0.0002,0,0,0,0,0.002,0,0,0.0001,0,0.0007
Ruminococcus_champanellensis_18P13_JCM_17042_3,Ruminococcus_champanellensis_18P13,Ruminococcus champanellensis 18P13 = JCM 17042,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,0,0,0,0,0,0.0128,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396,0,0,0,0,0,0,0,0,0,0,0.0107,0,0,0,0,0,0.0343,0,0.013,0.0227,0.0009,0,0,0,0.0001,0,0,0,0,0,0.0079,0,0,0.0022,0,0,0,0.0007,0,0,0,0,0,0,0,0,0.0152,0,0,0,0
Clostridium_perfringens_ATCC_13124_2,Clostridium_perfringens_ATCC_13124,Clostridium perfringens ATCC 13124,0.0026,0.0009,0,0,0,0,0,0.0026,0,0,0,0,0,0.0001,0,0,0,0.0007,0,0,0,0.0013,0,0,0,0.0007,0,0,0.0008,0,0,0,0,0.0015,0,0.0001,0,0,0,0,0,0,0,0,0.003,0.0003,0,0,0.0006,0.0065,0,0,0,0,0,0,0,0.0011,0,0,0.0085,0,0.0142,0,0.0192,0.0008,0.0002,0,0.0019,0,0.0005,0.0008,0.0001,0.0002,0,0,0.0119,0,0,0.0039,0,0.0019,0.0036,0.0035,0,0.0042,0.0001,0.0004,0,0.0071,0,0.0132,0.003,0,0.0042,0,0.0076,0,0.0006,0,0,0,0.0013
Gordonibacter_pamelaeae_0,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,Gordonibacter pamelaeae,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0.0005,0,0,0,0.0019,0.0011,0,0,0,0,0,0.0044,0,0,0.0031,0,0.0012,0.0026,0.0075,0,0,0,0,0,0,0,0.0085,0.0009,0,0,0,0.0011,0,0,0,0,0.0014,0,0,0,0.0031,0,0,0.0035,0,0,0,0.0044,0,0,0.0141,0,0.0078,0.0016,0.0029,0.0014,0.0031,0,0.0008,0.0045,0,0,0,0,0,0.0004,0.0012,0,0,0,0.0025,0.0006,0.0017,0.0112,0.0044,0.0041,0.0026,0,0.0053,0.0027,0.0051,0,0.0023,0.0028,0,0.0023
Prevotella_copri_0,Prevotella_copri_CB7_DSM_18205,Prevotella copri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122,0,0,0,0,0,0,0,0,0,0,0,0,0.1274,0,0,0.0029,0,0,0,0,0,0,0,0,0,0,0.0045,0.001,0,0,0.0102,0,0,0,0.0091,0,0,0.0151,0,0.0067,0,0,0.0038,0,0,0,0,0,0,0,0.0025,0.0001,0,0,0,0,0,0
Pseudoflavonifractor_capillosus_ATCC_29799_0,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,0,0.0029,0,0,0,0,0.0016,0,0,0.0042,0,0.004,0.0011,0.0021,0.001,0.0026,0.0038,0,0.0026,0.0019,0.001,0.0022,0.0007,0,0.0018,0.0035,0.0034,0.0019,0.0024,0,0.0031,0.0033,0.0015,0.001,0,0.0026,0.0014,0.0022,0.0019,0.0018,0.0054,0,0,0.0011,0,0.0036,0,0.0042,0.0034,0.0089,0.0011,0,0,0.0012,0,0,0.0045,0,0,0.0034,0,0.0011,0.0032,0,0,0.0017,0.0029,0,0.0013,0,0,0,0.0013,0.0026,0.0013,0,0.0042,0.0015,0,0.0041,0,0,0,0.0026,0,0.0009,0,0.0024,0.0051,0.0022,0,0,0.0025,0,0,0,0.0038,0.0015,0.0016,0,0,0,0
_methoxybenzovorans_SR3_4,Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,0,0,0.0021,0,0,0,0.001,0,0,0,0.0028,0.0023,0.0041,0,0.0104,0,0,0,0,0.0026,0,0,0,0.0106,0,0,0,0,0,0.0545,0.0009,0.0023,0,0,0,0.0003,0.0003,0.0005,0,0.0062,0.0005,0.0068,0.0009,0.0003,0,0,0.0024,0.0012,0,0,0.001,0,0.0095,0,0.005,0,0,0,0.0007,0.0085,0,0.0008,0,0.0084,0,0,0,0.0032,0,0,0,0,0,0,0.0009,0,0,0.0004,0,0,0.0008,0,0,0.0001,0,0.0003,0.0002,0,0.0007,0,0,0,0.0008,0,0,0,0,0,0,0.0092,0,0,0.0003
Subdoligranulum_variabile_DSM_15176_1,Subdoligranulum_variabile_DSM_15176,Subdoligranulum variabile DSM 15176,0.0008,0.0046,0,0,0,0,0.002,0.0041,0.0207,0,0,0,0.0008,0,0,0.0025,0.001,0,0.0037,0,0.0025,0,0.0022,0.0003,0.0016,0.0003,0.0028,0,0.003,0,0,0,0.0014,0.0007,0.0034,0.0019,0,0.0019,0.0021,0,0,0,0,0,0.0022,0.0012,0,0,0,0,0,0.0006,0,0.0017,0.0005,0,0.0015,0,0.0009,0,0,0.0115,0.0066,0,0.001,0.0009,0.0033,0.0075,0.0024,0,0.003,0.0013,0.0042,0,0,0.004,0.0013,0.002,0,0,0,0,0.0016,0,0.002,0.0004,0.0056,0.0017,0,0.0008,0,0.0003,0,0.0009,0.0006,0.0014,0,0.001,0.003,0,0.0021,0,0.0017
Clostridium_celatum_DSM_1785_0,Clostridium_celatum_DSM_1785,Clostridium celatum DSM 1785,0.0025,0.0087,0,0,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0.0027,0,0,0,0,0,0,0.0005,0,0.0065,0,0,0,0,0,0,0,0.003,0,0,0.0012,0,0,0,0.0028,0,0,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0.0078,0,0,0,0.0006,0.0063,0,0,0.0101,0,0,0,0,0,0.0035,0,0,0,0.0046,0,0,0.007,0.0031,0.0048,0.0017,0.0004,0.002,0.0018,0.0005,0,0,0,0,0,0,0,0,0.0004,0.0012,0.0073,0,0.021,0,0,0.0001,0.0007
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_8,Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,0.0008,0.0041,0,0.0053,0.0007,0.0001,0,0.001,0,0,0,0,0,0.0055,0,0.0002,0,0.0016,0.0003,0,0.0004,0.0066,0.0004,0.0003,0,0.0024,0.0047,0.0018,0.0008,0,0,0.0012,0.0014,0.0017,0,0.0003,0,0,0.0004,0,0,0,0,0,0.0106,0.0035,0,0,0.0019,0.0032,0,0.001,0,0.0022,0,0,0,0.0028,0,0,0.0018,0,0.0021,0,0.0041,0.0044,0.0008,0,0,0,0.0013,0.001,0.0002,0.0004,0,0.0005,0.0095,0,0.0041,0.0047,0,0.0005,0.0009,0.0009,0.0013,0.0042,0,0.0004,0,0.003,0,0.0023,0.0019,0.0016,0.0052,0.0006,0.0017,0.0005,0.0004,0,0,0.0015,0.0003
_rectale_ATCC_33656_3,Eubacterium_rectale_ATCC_33656, rectale ATCC 33656,0.001,0,0,0,0,0,0.0074,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.0002,0,0,0.0018,0.0009,0.0023,0,0.0016,0,0.0005,0,0,0.0001,0.0012,0,0,0.0015,0.0197,0,0,0,0,0,0.0023,0,0,0.0001,0.0034,0,0,0.0036,0,0,0,0,0,0.0011,0,0,0,0,0.0041,0,0.0009,0.0109,0,0,0.0022,0.0222,0,0.0003,0.0117,0.0002,0.0001,0.0012,0.0011,0.0023,0,0.0087,0.0048,0.0001,0.0038,0,0,0.0013,0,0.0024,0.0004,0.0002,0,0.0005,0.0017,0,0.0002,0.0001,0,0.001,0.0001,0,0.0001,0.0002,0.0141
Slackia_exigua_ATCC_700122_0,Slackia_exigua_ATCC_700122,Slackia exigua ATCC 700122,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0.0009,0,0,0.0008,0,0,0,0.0178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0.0003,0,0,0,0.0027,0,0,0,0,0,0,0.0052,0.0021,0,0,0,0,0.0026,0.0072,0.0021,0.0041,0,0.0011,0.0024,0,0,0,0,0.0024,0.0018,0.0047,0.0053,0,0.0023,0.0029,0.0021,0,0.0045,0.0026,0.0042,0.0012,0,0.0101,0.0054,0.0035,0,0,0.0015,0,0
Blautia_hansenii_DSM_20583_2,Blautia_hansenii_VPI_C7_24_DSM_20583,Blautia hansenii DSM 20583,0,0,0,0,0,0.0011,0.0047,0.0063,0,0,0,0,0.0172,0.0007,0,0.0034,0,0,0.0077,0,0.0016,0,0,0,0,0,0,0,0,0,0.0144,0,0,0.0016,0,0.0144,0,0,0.0045,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0.0128,0,0,0,0.0044,0.012,0,0,0,0,0,0,0,0,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0,0.0029
Desulfovibrio_piger_ATCC_29098_0,Desulfovibrio_piger_ATCC_29098,Desulfovibrio piger ATCC 29098,0,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.0038,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248,0,0,0,0.0215,0,0,0,0.0004,0,0,0,0,0,0,0.0153,0,0,0,0,0.0216,0,0,0,0.0002,0,0.0017,0,0,0,0,0,0,0,0,0.0015,0,0,0.0108,0,0,0.0018,0,0,0,0,0.0137,0,0.0054,0,0,0.0007,0,0.0044
Marvinbryantia_formatexigens_0,Marvinbryantia_formatexigens_I_52_DSM_14469,Marvinbryantia formatexigens,0.0015,0.0017,0,0.0049,0.0009,0.001,0.0005,0.0012,0,0,0,0,0.0003,0.0018,0.0002,0,0.0028,0,0.0009,0.0009,0.0008,0.0007,0.0015,0.0014,0.0005,0,0.0012,0,0.002,0,0.0008,0,0.002,0.0021,0.0013,0.0011,0.0004,0,0,0,0,0,0.0028,0.002,0.0008,0.0007,0,0,0.0003,0.0013,0.0004,0.0011,0,0.0006,0,0,0.0019,0.0033,0,0,0.0038,0.0015,0.0025,0,0.0016,0.0009,0,0,0,0,0,0.0017,0.0024,0.0021,0,0.0016,0.0022,0.0005,0.0005,0.0016,0.0012,0.0024,0.0015,0.0019,0.0025,0.0021,0.0016,0.0033,0.0018,0.0018,0.0033,0.0032,0.0002,0.0009,0.0008,0.003,0.0005,0.0012,0.0032,0.001,0.0025,0.0022,0.001
Veillonella_dispar_ATCC_17748_0,Veillonella_dispar_ATCC_17748,Veillonella dispar ATCC 17748,0,0,0.0818,0,0.001,0.0313,0,0,0,0,0,0,0.0005,0,0,0,0,0.0005,0.0006,0.0015,0,0,0.0021,0.001,0,0,0,0,0,0.0003,0,0,0,0,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudoflavonifractor_capillosus_ATCC_29799_1,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,0.0018,0.0009,0,0.009,0,0,0,0.0009,0,0,0,0.0039,0,0.002,0,0,0.0003,0.0011,0.0002,0,0.0002,0.0002,0,0,0.0001,0.0022,0.0013,0.0005,0.0019,0,0,0.0003,0,0.0023,0,0.0005,0,0.002,0.0009,0,0,0,0,0,0.0023,0.0004,0,0,0.0007,0,0,0.0038,0,0.0005,0,0,0,0.0078,0,0,0.0008,0,0.0045,0,0.0015,0.0019,0.0009,0.0015,0,0,0.0004,0.003,0.0003,0.0005,0,0.0003,0.0025,0,0.0017,0.0037,0,0.0021,0.0038,0.001,0.0008,0.0039,0.0001,0.0017,0.0033,0.0034,0.0058,0.0072,0.0017,0.0004,0.0005,0.0001,0.0012,0.0004,0.0014,0,0,0.0001,0.0034
