AGORA Model Name,TaxTree/NCBI ID,Tag,OpACIN-fDNA-001,OpACIN-fDNA-002,OpACIN-fDNA-003,OpACIN-fDNA-004,OpACIN-fDNA-005,OpACIN-fDNA-006,OpACIN-fDNA-007,OpACIN-fDNA-008,OpACIN-fDNA-009,OpACIN-fDNA-010,OpACIN-fDNA-011,OpACIN-fDNA-012,OpACIN-fDNA-013,OpACIN-fDNA-014,OpACIN-fDNA-015,OpACIN-fDNA-016,OpACIN-fDNA-017,OpACIN-fDNA-018,OpACIN-fDNA-019,OpACIN-fDNA-020,OpACIN-fDNA-021,OpACIN-fDNA-022,OpACIN-fDNA-023,OpACIN-fDNA-024,OpACIN-fDNA-025,OpACIN-fDNA-026,OpACIN-fDNA-027,OpACIN-fDNA-028,OpACIN-fDNA-029,OpACIN-fDNA-030,OpACIN-fDNA-031,OpACIN-fDNA-032,OpACIN-fDNA-033,OpACIN-fDNA-034,OpACIN-fDNA-035,OpACIN-fDNA-037,OpACIN-fDNA-038,OpACIN-fDNA-039,PAUS-base16567,PAUS-base20807,PAUS-base27704,PAUS-base34671,PAUS-base35603,PAUS-base36885,PAUS-base38798,PAUS-base44051,PAUS-base48040,PAUS-base48446,PAUS-base49317,PAUS-base49623,PAUS-base50750,PAUS-base51030,PAUS-base51377,PAUS-base51517,PAUS-base51558,PAUS-base51584,PAUS-base51679,PAUS-base51771,PAUS-base51823,PAUS-base51884,PAUS-base51887,PAUS-base51902,PAUS-base52021,PAUS-base52436,PAUS-base52513,PAUS-base52521,PAUS-base52534,PAUS-base52550,PAUS-base52579,PAUS-base52729,PAUS-base52757,PradoNKIbase106,PradoNKIbase107,PradoNKIbase108,PradoNKIbase109,PradoNKIbase110,PradoNKIbase112,PradoNKIbase113,PradoNKIbase114,PradoNKIbase115,PradoNKIbase116,PradoNKIbase117,PradoNKIbase118,PradoNKIbase119,PradoNKIbase120,PradoNKIbase121,PradoNKIbase122,PradoNKIbase123,PradoNKIbase124,PradoNKIbase125,PradoNKIbase128,PradoNKIbase129,PradoNKIbase130,PradoNKIbase131,PradoNKIbase132,PradoNKIbase134,PradoNKIbase135,PradoNKIbase136,PradoNKIbase137,PradoNKIbase139,PradoNKIbase140,PradoNKIbase142,PradoNKIbase143
Parabacteroides_merdae_ATCC_43184,Parabacteroides merdae ATCC 43184,Parabacteroides_merdae_ATCC_43184_1,0,0,0,0,107,0,91,0,0,0,0,0,0,0,0,0,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2554,1510,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,5068,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,257,352,0,0,0,0,279,0,0,0,0,0,0
Ruminococcus_champanellensis_18P13,Ruminococcus champanellensis 18P13 = JCM 17042,Ruminococcus_champanellensis_18P13_JCM_17042_4,60,50,0,0,8,2,3,623,0,51,0,290,0,0,0,995,0,58,0,0,0,186,1714,18,0,0,124,177,366,0,836,51,10,91,0,581,0,329,0,0,0,0,10,0,0,0,0,0,0,101,0,79,0,30,0,0,0,0,0,0,63,0,0,0,25,0,445,189,0,0,0,0,0,0,0,0,47,0,0,278,12,41,349,24,2419,0,94,0,0,75,0,0,100,0,13,0,0,0,47,0,0,132,66
Odoribacter_splanchnicus_1651_6_DSM_20712,Odoribacter splanchnicus DSM 20712,Odoribacter_splanchnicus_DSM_20712_0,128,114,161,721,24,28,121,252,0,0,171,68,590,124,128,294,432,242,415,811,151,188,92,126,309,69,181,47,105,0,263,101,171,297,280,342,0,163,59,112,0,0,0,0,78,0,0,17,66,35,110,131,11,77,13,0,0,0,77,9,0,0,15,16,81,16,89,33,19,0,22,36,122,33,54,9,85,68,15,0,0,126,169,0,65,198,90,18,93,106,71,649,5,18,92,0,29,30,40,7,3,0,9
Ruminococcus_champanellensis_18P13,Ruminococcus champanellensis 18P13 = JCM 17042,Ruminococcus_champanellensis_18P13_JCM_17042_5,121,57,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,197,0,1096,983,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,323,117,0,251,0,0,0,0,0,0,0,0,676,0,244,0,0,0,118,0,139,953,168,0,0,0,21,0,501,0,0,0,0,0,0,0,0,0,1093,0,0,0,0,640,1116,0,0,0,66,493,0,0,0,0,699
Eubacterium_desmolans_ATCC_43058,Agathobaculum desmolans ATCC 43058,Agathobaculum_desmolans_ATCC_43058_0,291,147,0,0,266,365,0,172,0,0,0,0,0,0,0,52,278,0,356,0,612,0,0,0,0,209,86,0,291,0,0,0,0,109,0,0,0,0,0,0,0,0,0,150,17,0,263,0,0,0,293,377,0,0,0,0,0,0,0,0,30,0,180,87,0,426,0,0,0,0,139,210,0,161,0,573,82,256,0,491,0,492,272,0,323,0,0,226,0,216,640,286,42,0,0,278,0,544,0,0,269,0,0
Blautia_hansenii_VPI_C7_24_DSM_20583,Blautia hansenii DSM 20583,Blautia_hansenii_DSM_20583_3,106,138,0,12,0,0,128,178,0,0,0,0,0,109,6,0,332,386,87,0,0,0,0,0,3361,30,548,161,70,0,0,48,235,146,279,0,104,171,0,0,0,0,0,129,63,0,0,0,0,57,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,72,7,0,0,179,0,0,91,158,0,0,0,178,0,173,0,122,0,204,252,0,0,0,139,0,230,0,0,0,65,297,0,264,988,0
Blautia_hansenii_VPI_C7_24_DSM_20583,Blautia hansenii DSM 20583,Blautia_hansenii_DSM_20583_4,0,0,121,0,0,0,0,0,0,0,1448,0,0,0,9,0,0,41,0,195,0,0,0,0,0,47,0,844,0,0,0,3559,11,0,0,0,40,36,0,57,267,281,64,0,0,0,0,8,0,0,0,0,0,0,0,0,416,0,0,111,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,2359,0,0,0
Blautia_wexlerae_DSM_19850,Blautia wexlerae DSM 19850,Blautia_wexlerae_DSM_19850_2,135,0,0,0,0,178,0,310,0,0,0,0,28,0,0,0,567,0,62,0,171,0,56,0,61,0,23,0,1125,0,0,0,0,91,111,31,0,0,0,0,0,0,0,0,173,82,0,0,0,77,31,0,0,0,0,0,0,0,68,0,0,125,157,0,28,59,0,195,0,0,33,253,233,127,0,297,49,0,46,41,0,0,1079,83,547,0,2012,73,0,66,653,0,28,16,160,15,0,189,106,124,0,23,183
Blautia_producta_DSM_2950,Blautia producta ATCC 27340 = DSM 2950,Blautia_producta_ATCC_27340_DSM_2950_1,255,357,0,0,69,0,26,100,0,0,0,0,0,83,30,57,56,159,10,0,0,76,42,39,16,109,85,0,47,0,164,0,0,304,0,20,0,0,45,0,0,0,167,27,35,48,0,0,42,27,24,71,22,23,0,0,0,11,12,0,244,22,49,0,179,12,61,0,107,0,23,47,55,102,0,163,289,64,139,291,453,130,275,529,53,515,47,340,110,98,191,73,65,117,1864,107,194,57,314,0,117,48,163
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_5,40,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,258,0,0,0,13,128,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,724,0,0,0,0,0,0,0,344,0,0,0,0,0,0,203,0,0,0,0,0,15,22,0,182,0,309,68,0,0,38,0,0,291,21,684,0,0,0,0,0,0,1668,0,0,57,0,0,0,0,0,0,0,4798
Alistipes_shahii_WAL_8301,Alistipes shahii WAL 8301,Alistipes_shahii_WAL_8301_1,45,80,0,1893,6,0,161,677,0,0,152,75,0,146,0,75,8,74,256,0,120,0,47,0,101,236,286,110,0,0,572,38,364,189,145,76,96,73,15,82,0,0,0,20,16,41,0,26,30,62,25,40,17,14,0,0,0,0,15,10,0,0,48,0,57,0,0,41,112,7,31,14,0,23,29,14,48,150,52,73,0,612,55,175,0,183,55,145,137,340,94,16,0,522,0,0,61,76,333,9,13,44,34
Enterococcus_dispar_ATCC_51266,Enterococcus dispar ATCC 51266,Enterococcus_dispar_ATCC_51266_0,0,0,0,6,0,0,0,0,4650,10,131,12,0,108,0,0,0,0,27,0,0,56,0,0,0,154,0,0,241,0,0,38,0,0,0,0,0,0,0,0,0,0,5,0,224,0,0,0,4101,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
Blautia_hansenii_VPI_C7_24_DSM_20583,Blautia hansenii DSM 20583,Blautia_hansenii_DSM_20583_5,464,172,110,0,147,0,89,191,0,0,0,0,23,84,0,11,380,0,37,0,0,66,170,0,24,170,134,123,20,0,0,0,0,8,0,27,0,0,0,0,0,0,0,0,0,0,0,0,91,162,0,5,0,0,0,0,0,42,0,0,126,0,76,0,57,185,346,0,107,0,20,20,185,113,0,350,747,32,94,169,0,80,440,80,333,421,367,196,8,479,838,596,0,0,338,70,107,0,0,0,0,76,55
Blautia_hansenii_VPI_C7_24_DSM_20583,Blautia hansenii DSM 20583,Blautia_hansenii_DSM_20583_6,203,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,0,0,0,54,0,110,12,0,0,0,0,3185,0,0,0,0,195,81,0,0,1259,111,0,0,1642,0,0,1048,0,0,0,370,0,0,0,0,0,0
Sutterella_parvirubra_YIT_11816,Sutterella parvirubra YIT 11816,Sutterella_parvirubra_YIT_11816_1,0,0,0,0,226,0,107,0,27,0,0,0,1768,0,1158,0,525,0,183,0,0,0,252,785,0,0,0,0,0,982,0,304,0,328,0,710,699,0,0,0,0,0,0,44,48,68,0,0,0,0,0,374,186,0,165,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,84,0,125,42,0,130,0,0,0,0,0,0,0,0,0,0,0,25,0,142,81,0,0,0,0,14,0,0,0,0,0,0,9
Lachnospira_multipara_ATCC_19207,Lachnospira multipara ATCC 19207,Lachnospira_multipara_ATCC_19207_3,0,0,0,0,0,0,0,807,0,0,0,0,0,0,0,0,0,393,0,0,40,12,0,0,0,0,1025,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1197,0,154,1603,0,0,1464,0,48,0,129,0,0,0,722,0,333,0,15,151,8,144,352,0,0,186,0,0,412,0
Enterobacter_aerogenes_KCTC_2190,Klebsiella aerogenes KCTC 2190,Klebsiella_aerogenes_KCTC_2190_0,5495,0,0,0,0,0,0,0,1266,0,0,0,23,97,0,0,0,0,0,0,16,0,0,0,0,972,0,0,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,121,0,0,0,120,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Blautia_obeum_ATCC_29174,Blautia obeum ATCC 29174,Blautia_obeum_ATCC_29174_5,0,0,646,0,0,0,0,0,0,0,991,0,0,0,89,0,0,0,0,0,0,0,0,412,73,0,0,0,0,5021,0,236,157,0,0,0,13,0,0,23,43,220,0,0,0,0,0,0,0,0,0,0,0,0,0,17,131,0,0,100,0,8,0,108,0,0,39,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_6,143,83,0,0,235,20,64,153,0,0,0,0,167,9,166,111,146,156,109,0,362,0,44,25,363,0,145,0,65,0,150,128,400,47,60,106,154,79,56,20,0,0,0,53,0,0,527,0,0,38,49,39,39,49,101,0,0,33,39,114,38,14,19,440,0,42,0,0,0,0,30,69,161,26,257,48,64,238,19,112,827,147,78,0,7,0,165,299,111,31,18,30,0,62,18,85,30,74,158,521,23,0,69
Bifidobacterium_kashiwanohense_DSM_21854,Bifidobacterium catenulatum subsp. kashiwanohense JCM 15439 = DSM 21854,Bifidobacterium_catenulatum_subsp._kashiwanohense_JCM_15439_DSM_21854_1,0,0,17,0,1385,0,0,0,0,239,0,0,0,0,0,0,0,19,638,40,0,0,92,0,0,0,288,0,0,0,0,81,0,0,0,0,0,18,0,0,0,0,135,0,0,0,0,0,341,0,0,0,0,0,0,2575,0,0,22,0,0,0,0,0,0,0,25,0,56,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3070,0,0,85,0,0,0
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_7,0,0,173,101,39,0,152,0,0,14,360,299,8,61,36,0,0,105,75,340,0,27,0,85,0,314,0,2294,0,0,169,87,0,0,18,32,20,27,0,169,58,16,18,0,0,0,0,13,0,37,19,0,310,0,110,1547,0,0,0,528,0,0,0,17,31,0,30,41,0,192,0,0,0,0,0,0,0,0,31,0,72,0,0,0,0,36,24,0,62,0,85,0,599,0,0,0,0,0,0,197,21,0,0
Lachnospira_multipara_ATCC_19207,Lachnospira multipara ATCC 19207,Lachnospira_multipara_ATCC_19207_4,0,113,0,0,0,34,129,0,0,191,0,43,9,40,0,110,0,214,0,0,0,21,0,9,109,0,266,25,31,0,394,171,10,543,607,173,0,351,283,0,0,0,0,7,584,46,0,147,261,0,0,140,0,0,0,0,0,76,0,0,97,0,0,0,40,336,294,0,0,93,36,113,133,99,0,202,0,30,0,0,67,0,619,58,187,230,0,23,20,414,0,0,0,94,66,0,0,64,384,0,0,170,34
Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,Pseudoflavonifractor_capillosus_ATCC_29799_3,10,28,0,504,60,0,7,20,0,90,183,306,0,34,116,267,0,85,89,304,66,41,0,13,33,140,128,391,30,0,157,389,189,37,25,57,82,26,24,153,78,66,0,8,24,7,0,76,6,143,45,46,69,38,39,237,0,0,65,34,0,4,0,20,20,6,42,11,10,233,0,8,8,53,81,0,16,93,126,0,53,99,40,92,11,41,111,37,743,176,317,42,434,51,70,14,14,138,104,0,22,66,14
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_9,0,0,0,2625,67,0,0,409,0,0,0,0,0,1407,0,174,0,454,361,0,0,0,0,0,0,663,0,0,0,0,100,0,0,114,0,0,198,249,0,0,0,0,0,0,0,0,0,0,116,0,70,0,0,107,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,485,0,639,0,13,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0
Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,Pseudoflavonifractor_capillosus_ATCC_29799_4,249,226,0,700,0,0,0,15,0,0,0,0,0,0,0,0,0,0,21,0,0,1316,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,108,0,0,0,0,0,10,0,0,0,59,0,0,15,0,0,0,0,0,22,0,0,0,0,212,0,216,0,0,0,0,0,0,15,0,0,0,0,740,0,0,218,12,432,436,86,0,0,0,24,0,1693,0,949,469,0,0,0,200,0,0,0,0,0,13
Eubacterium_brachy_ATCC_33089,Eubacterium brachy ATCC 33089,Eubacterium_brachy_ATCC_33089_0,26,145,0,381,64,6,0,136,0,0,0,96,8,140,42,63,29,50,55,0,14,71,22,10,0,62,50,102,44,0,326,79,66,27,38,33,45,89,19,35,0,0,0,5,26,44,0,21,0,50,18,18,45,22,0,0,25,40,56,102,169,15,51,8,71,36,35,0,0,65,0,27,33,0,19,52,165,37,140,72,61,83,70,310,220,522,77,253,107,471,246,177,390,188,313,93,181,43,85,25,494,0,172
Ruminococcus_callidus_ATCC_2776001,Ruminococcus callidus ATCC 27760,Ruminococcus_callidus_ATCC_27760_1,0,81,0,0,0,0,1357,441,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0,733,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,149,0,6,343,0,0,141,0,0,0,0,2139,0,0,0,0,1328,0,0,444,0,0,0,0
Haemophilus_sputorum_CCUG_13788,Haemophilus sputorum CCUG 13788,Haemophilus_sputorum_CCUG_13788_0,47,73,232,3,0,0,0,11,0,0,0,0,2673,104,0,0,17,43,163,27,7,5,1562,531,331,4,26,0,10,4,9,0,17,62,457,373,0,32,17,0,0,0,0,18,101,3,0,0,14,0,11,6,0,15,0,0,0,36,0,0,0,11,4,0,0,117,63,58,67,0,130,27,515,0,0,94,0,0,0,30,0,3,16,0,0,0,6,20,0,0,7,0,0,49,0,0,5,0,0,80,0,0,0
Ruminococcus_callidus_ATCC_2776001,Ruminococcus callidus ATCC 27760,Ruminococcus_callidus_ATCC_27760_2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3022,0,0,0,884,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,166,10,2136,0,50,0,0,0,0,0,0,1013,237,0,0,0,9,172,64,0,0,0,0,0,70,0,0,0,7,0,0,0
Barnesiella_intestinihominis_YIT_11860,Barnesiella intestinihominis YIT 11860,Barnesiella_intestinihominis_YIT_11860_0,0,782,0,0,0,106,0,496,0,0,0,0,0,939,0,1131,0,625,0,207,0,645,73,0,0,0,1029,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,1026,0,0,136,46,0,131,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,56,0,0,0,0,0,0,0,0,0,0,53,0,0,0
Bacteroides_salyersiae_WAL_10018,Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988,Bacteroides_salyersiae_WAL_10018_DSM_18765_JCM_12988_0,0,0,0,480,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,0,0,0,168,0,2347,0,0,816,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,77,0,0,0,0,0,0,348,0,57,0,0,0,0,104,0,0,0,402,0,431,0,0,587,0,0,0,0,0,0,0,0,146,0,0,0,0,836,0
Bacteroides_xylanisolvens_XB1A,Bacteroides xylanisolvens XB1A,Bacteroides_xylanisolvens_XB1A_2,0,0,498,0,157,157,0,0,0,286,2417,0,0,0,171,0,96,73,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,151,0,0,38,415,262,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,26,0,0,0,0,0,185,475,0,108,277,0,0,0,0,0,0,20,0,146,0,0,40,0,0
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_8,130,90,0,0,279,109,144,83,0,0,738,0,145,0,166,120,473,80,59,0,136,0,151,0,241,171,121,0,33,0,0,79,47,184,174,62,155,140,161,0,38,97,0,0,13,0,488,38,25,28,0,145,0,82,40,0,39,25,83,18,0,26,27,0,0,103,0,0,78,19,40,87,131,53,0,135,41,360,0,12,0,103,77,0,0,0,186,24,0,42,0,72,0,28,0,0,47,48,197,200,0,295,0
Eubacterium_rectale_ATCC_33656, rectale ATCC 33656,_rectale_ATCC_33656_4,184,62,0,0,0,0,0,0,0,0,0,35,131,168,0,0,0,0,44,0,0,10,0,0,0,238,100,0,482,0,308,0,49,76,625,214,0,0,109,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,48,0,0,130,39,77,0,0,288,0,0,113,495,0,0,28,390,0,106,133,56,52,70,12,119,519,0,7,0,775,129,0,614,0,0,56,58,0,194,40,0,251,0,0,136,0
Alistipes_finegoldii_DSM_17242,Alistipes finegoldii DSM 17242,Alistipes_finegoldii_DSM_17242_2,9,0,106,0,0,0,397,18,0,0,0,0,58,99,0,409,21,53,195,835,14,141,0,90,0,109,273,420,15,0,0,0,137,26,0,122,0,67,71,139,0,0,0,0,19,86,0,0,0,441,94,22,0,11,0,0,0,0,110,27,0,0,113,0,0,90,50,49,0,0,0,0,8,0,0,18,173,0,67,0,0,24,36,21,188,305,86,28,0,462,13,248,55,63,511,0,0,24,282,0,21,0,23
Bacteroides_xylanisolvens_XB1A,Bacteroides xylanisolvens XB1A,Bacteroides_xylanisolvens_XB1A_3,42,0,261,0,37,0,0,0,0,0,0,0,0,0,0,1464,0,0,0,0,113,0,0,592,0,0,0,0,0,0,387,0,0,0,0,95,0,422,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,136,2859,0,63,0,0,0,0,0,0,81,0,0,0,55,0,0,0,0,62,0,0,11,0,0,0,0,0,63,0,0,242,81,0,0,0,0,13,44,0,0,0,0,153,0,216,0,0,0,0
Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,Pseudoflavonifractor_capillosus_ATCC_29799_5,176,62,0,513,50,0,148,233,0,0,0,0,94,16,0,34,408,45,39,0,42,0,684,0,238,277,172,0,147,0,115,329,0,302,95,137,10,0,0,0,0,0,0,0,28,28,0,0,31,63,0,125,0,8,0,0,0,0,0,0,41,0,34,0,31,110,0,45,81,41,0,37,59,13,0,80,38,30,0,177,0,309,201,24,138,144,41,86,0,110,0,232,16,64,69,0,110,31,361,0,7,63,0
Eubacterium_eligens_ATCC_27750, eligens ATCC 27750,_eligens_ATCC_27750_5,87,0,457,0,0,0,0,286,0,0,0,0,25,184,0,398,0,0,0,0,101,0,1613,0,759,0,48,0,12,0,118,0,0,391,325,34,0,0,109,0,0,0,0,0,127,0,0,0,0,50,12,0,0,300,0,0,0,0,0,0,0,0,0,0,0,291,142,0,78,0,0,359,58,0,0,112,49,132,0,21,0,181,43,0,46,38,0,86,0,104,41,0,0,0,0,0,135,15,95,0,0,0,0
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_9,55,74,79,0,12,91,0,88,0,0,0,0,613,0,160,112,275,0,72,0,459,0,263,0,357,0,66,0,107,0,193,0,63,67,215,248,211,124,85,0,0,0,0,0,24,12,0,0,25,0,69,98,0,36,155,0,0,24,41,0,17,15,35,0,0,84,0,0,154,39,33,120,249,13,22,291,21,213,17,77,0,110,165,0,11,0,222,83,0,97,0,28,0,57,0,0,18,187,311,0,0,0,0
Bacillus_mycoides_DSM_2048,Bacillus mycoides DSM 2048,Bacillus_mycoides_DSM_2048_0,546,0,277,0,0,0,0,8,0,0,0,32,0,266,43,0,0,0,0,0,108,317,95,90,0,0,0,0,0,0,0,0,48,229,114,0,0,0,4,0,0,0,0,0,449,138,0,0,0,6,0,13,53,72,0,230,0,0,189,0,62,0,29,0,84,0,0,0,0,34,111,0,0,0,26,438,495,0,176,0,0,14,20,932,58,0,255,0,0,0,13,0,0,206,283,99,571,0,4,0,0,0,0
Clostridium_spiroforme_DSM_1552, spiroforme DSM 1552,_spiroforme_DSM_1552_1,0,0,70,38,0,0,0,0,0,0,1853,8,0,0,160,0,0,0,107,27,6,29,0,0,0,0,0,232,0,2321,0,0,9,0,0,0,0,0,0,26,29,31,39,0,0,0,0,16,54,0,0,0,14,4,767,274,8,0,0,129,11,74,0,0,0,0,0,147,0,0,0,0,0,0,69,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,131,19,0,0,0,3,0,233,0,0,0
Eubacterium_sulci_ATCC_35585,Eubacterium sulci ATCC 35585,Eubacterium_sulci_ATCC_35585_0,0,0,0,0,580,0,0,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,12,518,931,0,0,0,0,0,378,0,130,0,0,0,0,0,161,0,0,0,498,0,0,0,445,1906,0,0,0,0,0,0
Bacillus_mycoides_DSM_2048,Bacillus mycoides DSM 2048,Bacillus_mycoides_DSM_2048_1,107,10,0,0,0,6,0,0,0,1358,0,0,0,0,0,0,0,0,0,0,54,677,174,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,16,27,231,0,164,104,0,0,0,0,0,0,0,0,81,97,0,0,0,0,0,0,0,0,230,247,0,84,0,0,48,0,90,0,0,0,643,0,300,0,55,0,0,390,0,47,842,0,0,0,0,33,0,91,0,95,631,8,0,0,85,0,0
Desulfovibrio_piger_ATCC_29098,Desulfovibrio piger ATCC 29098,Desulfovibrio_piger_ATCC_29098_1,0,0,0,0,881,0,490,0,0,0,0,0,0,200,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,481,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,1255,0,0,0,0,0,1191,0,0,0,0,0,782,0,0,0,0,0,0,0,0,155,0,3,0,573,0
Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,Gordonibacter pamelaeae,Gordonibacter_pamelaeae_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,12,0,148,0,0,33,0,0,0,0,0,0,0,3989,1288,0,0,48,0,0,125,46,0,141,0,21,114,0,0,0,0,0,0
Paraprevotella_clara_YIT_11840,Paraprevotella clara YIT 11840,Paraprevotella_clara_YIT_11840_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,0,0,0,0,208,0,0,0,0,0,0,3713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,706,287,0,0,146,165,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,231,0,207,66,0,0,0,0,0,0,0,0,0,0,0,0
Bacillus_thermoamylovorans,Caldibacillus thermoamylovorans,Caldibacillus_thermoamylovorans_0,207,8,4,4,8,0,0,105,0,0,0,173,0,77,4,475,6,8,3,0,0,246,0,6,62,217,34,39,0,0,251,30,0,22,151,179,75,0,0,22,0,0,0,24,78,68,0,0,0,0,46,81,14,0,0,0,0,0,0,76,29,0,23,121,8,0,0,0,42,101,0,0,0,0,0,0,0,0,676,18,0,0,0,0,14,1447,24,0,26,0,0,0,432,0,1026,0,0,0,0,0,0,70,48
Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,_methylpentosum_11,0,0,0,0,194,0,0,0,815,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,103,0,0,0,0,0,86,0,0,0,0,51,186,201,0,0,155,0,144,115,0,43,66,0,94,0,898,0,0,0,497,99,0,45,92,2478,0,242,0,0,0,39,0
